worker_id,skill,skill_match,distance,availability,experience,rating,workload,experience_score,rating_score,distance_score,workload_score,match_score,selected
264,Carpentry,1,9.7,1,10,4.4,2,0.5,0.8800000000000001,0.515,0.8,82.10000000000002,1
265,Cleaning,1,11.29,1,19,3.1,10,0.95,0.62,0.4355,0.0,74.41,0
266,Plumbing,1,11.62,0,14,4.0,1,0.7,0.8,0.41900000000000004,0.9,67.37999999999998,0
267,Plumbing,1,4.6,0,2,5.0,8,0.1,1.0,0.77,0.19999999999999996,63.4,0
268,Electrical,1,14.97,0,1,4.6,0,0.05,0.9199999999999999,0.25149999999999995,1.0,59.73,0
269,Gardening,1,0.99,1,18,4.2,8,0.9,0.8400000000000001,0.9505,0.19999999999999996,88.41000000000001,1
270,Electrical,1,7.42,1,7,3.6,8,0.35,0.72,0.629,0.19999999999999996,75.28,1
271,Carpentry,1,15.71,1,8,4.2,7,0.4,0.8400000000000001,0.2144999999999999,0.30000000000000004,69.69000000000001,0
272,Cleaning,1,11.5,0,1,4.1,7,0.05,0.82,0.42500000000000004,0.30000000000000004,55.2,0
273,Electrical,0,5.59,1,3,3.9,10,0.15,0.78,0.7205,0.0,38.71000000000001,1
274,Plumbing,1,14.05,1,8,3.3,0,0.4,0.6599999999999999,0.2975,1.0,76.55,0
275,Cleaning,1,11.56,1,15,4.8,10,0.75,0.96,0.42199999999999993,0.0,75.53999999999999,1
276,Cleaning,1,16.03,1,5,3.9,7,0.25,0.78,0.1984999999999999,0.30000000000000004,67.27000000000001,1
277,Plumbing,1,14.83,1,3,3.4,9,0.15,0.6799999999999999,0.25849999999999995,0.09999999999999998,64.47,0
278,Electrical,1,12.4,1,19,3.7,2,0.95,0.74,0.38,0.8,82.5,1
279,Plumbing,1,10.02,0,1,3.8,10,0.05,0.76,0.499,0.0,53.07999999999999,0
280,Gardening,1,3.1,1,15,4.7,6,0.75,0.9400000000000001,0.845,0.4,87.8,1
281,Cleaning,1,5.6,0,8,4.5,10,0.4,0.9,0.72,0.0,62.4,0
282,Painting,1,8.67,0,2,4.5,0,0.1,0.9,0.5665,1.0,66.33,1
283,Painting,1,12.19,0,3,3.0,0,0.15,0.6,0.39050000000000007,1.0,60.309999999999995,1
284,Carpentry,0,10.52,1,14,3.8,9,0.7,0.76,0.474,0.09999999999999998,40.08,0
285,Plumbing,1,6.12,1,14,4.0,4,0.7,0.8,0.694,0.6,84.88,1
286,Plumbing,1,0.63,1,11,3.0,4,0.55,0.6,0.9685,0.6,86.87,1
287,Carpentry,1,10.18,0,16,3.5,7,0.8,0.7,0.491,0.30000000000000004,62.82,1
288,Carpentry,0,6.07,1,4,4.5,6,0.2,0.9,0.6965,0.4,43.93,0
289,Carpentry,1,14.82,1,20,3.3,7,1.0,0.6599999999999999,0.259,0.30000000000000004,74.77999999999999,1
290,Cleaning,1,0.97,1,5,4.1,5,0.25,0.82,0.9515,0.5,84.73,1
291,Gardening,1,11.9,1,14,3.4,5,0.7,0.6799999999999999,0.405,0.5,76.89999999999999,1
292,Plumbing,1,18.86,1,16,3.0,1,0.8,0.6,0.05700000000000005,0.9,74.14,1
293,Cleaning,0,3.9,1,18,3.5,5,0.9,0.7,0.8049999999999999,0.5,52.1,0
294,Carpentry,1,9.7,1,7,5.0,4,0.35,1.0,0.515,0.6,79.80000000000001,1
295,Plumbing,1,2.28,1,10,4.6,2,0.5,0.9199999999999999,0.886,0.8,89.92,1
296,Cleaning,1,12.7,1,7,4.9,5,0.35,0.9800000000000001,0.365,0.5,75.6,1
297,Gardening,0,11.24,1,1,4.0,7,0.05,0.8,0.43799999999999994,0.30000000000000004,35.260000000000005,1
298,Cleaning,1,8.44,1,19,3.2,8,0.95,0.64,0.5780000000000001,0.19999999999999996,79.46,1
299,Gardening,1,10.67,0,16,4.1,0,0.8,0.82,0.4665,1.0,70.52999999999999,1
300,Carpentry,1,17.98,0,19,3.9,2,0.95,0.78,0.10099999999999998,0.8,62.32,1
301,Gardening,0,4.33,0,4,4.7,2,0.2,0.9400000000000001,0.7835,0.8,35.07000000000001,0
302,Plumbing,1,0.94,1,18,3.2,10,0.9,0.64,0.953,0.0,84.46000000000001,1
303,Carpentry,1,17.3,1,2,4.0,7,0.1,0.8,0.135,0.30000000000000004,64.7,1
304,Plumbing,1,11.75,0,1,3.3,0,0.05,0.6599999999999999,0.4125,1.0,60.349999999999994,0
305,Painting,1,17.87,1,15,3.6,4,0.75,0.72,0.10649999999999993,0.6,72.83,1
306,Electrical,1,12.14,1,5,4.5,2,0.25,0.9,0.393,0.8,77.36000000000001,0
307,Gardening,1,16.3,0,20,4.0,1,1.0,0.8,0.18499999999999994,0.9,65.69999999999999,1
308,Electrical,0,8.88,1,11,3.8,7,0.55,0.76,0.5559999999999999,0.30000000000000004,42.22,0
309,Electrical,1,15.12,1,10,3.8,2,0.5,0.76,0.244,0.8,75.48000000000002,0
310,Gardening,0,18.3,0,2,3.9,6,0.1,0.78,0.08499999999999996,0.4,14.500000000000002,0
311,Carpentry,1,11.66,1,3,4.6,10,0.15,0.9199999999999999,0.41700000000000004,0.0,69.04,1
312,Painting,1,4.03,1,12,4.8,0,0.6,0.96,0.7985,1.0,91.57,1
313,Plumbing,1,5.74,1,20,4.9,5,1.0,0.9800000000000001,0.713,0.5,89.05999999999999,1
314,Cleaning,0,4.37,1,5,4.6,2,0.25,0.9199999999999999,0.7815,0.8,50.330000000000005,0
315,Plumbing,1,5.31,1,5,3.6,7,0.25,0.72,0.7345,0.30000000000000004,77.39,0
316,Cleaning,1,6.48,0,6,4.4,5,0.3,0.8800000000000001,0.6759999999999999,0.5,65.32,0
317,Plumbing,0,11.33,0,9,3.9,1,0.45,0.78,0.4335,0.9,29.970000000000002,0
318,Gardening,0,11.97,1,2,3.5,5,0.1,0.7,0.40149999999999997,0.5,36.03,0
319,Painting,0,8.82,0,12,4.7,6,0.6,0.9400000000000001,0.5589999999999999,0.4,30.580000000000005,0
320,Cleaning,1,12.5,0,3,3.1,4,0.15,0.62,0.375,0.6,56.2,1
321,Carpentry,1,2.09,1,20,4.8,2,1.0,0.96,0.8955,0.8,95.51,1
322,Plumbing,1,2.21,1,12,3.9,3,0.6,0.78,0.8895,0.7,88.59,1
323,Plumbing,0,3.85,1,17,4.3,3,0.85,0.86,0.8075,0.7,55.25,0
324,Cleaning,1,10.6,1,10,4.3,5,0.5,0.86,0.47,0.5,78.0,1
325,Carpentry,1,4.67,0,14,4.8,9,0.7,0.96,0.7665,0.09999999999999998,67.92999999999999,0
326,Carpentry,1,6.02,1,17,4.3,0,0.85,0.86,0.6990000000000001,1.0,91.08,1
327,Gardening,1,8.31,0,18,4.2,10,0.9,0.8400000000000001,0.5845,0.0,64.09,1
328,Gardening,0,16.33,1,19,3.1,3,0.95,0.62,0.1835000000000001,0.7,41.370000000000005,1
329,Gardening,0,0.77,1,17,4.0,9,0.85,0.8,0.9615,0.09999999999999998,51.73000000000001,1
330,Gardening,0,13.16,1,14,3.3,3,0.7,0.6599999999999999,0.34199999999999997,0.7,42.44,0
331,Gardening,1,13.54,1,9,4.5,9,0.45,0.9,0.32300000000000006,0.09999999999999998,70.96000000000001,1
332,Gardening,0,16.07,1,8,4.0,0,0.4,0.8,0.1965,1.0,40.93,1
333,Painting,1,18.69,1,2,4.4,8,0.1,0.8800000000000001,0.06549999999999989,0.19999999999999996,63.11,1
334,Carpentry,1,0.89,1,13,3.1,3,0.65,0.62,0.9555,0.7,88.81,1
335,Gardening,1,3.5,1,7,3.2,6,0.35,0.64,0.825,0.4,80.4,1
336,Carpentry,1,17.78,0,9,4.4,2,0.45,0.8800000000000001,0.11099999999999999,0.8,58.519999999999996,1
337,Carpentry,1,9.44,1,11,3.1,9,0.55,0.62,0.528,0.09999999999999998,73.26000000000002,0
338,Electrical,1,11.51,1,14,3.1,2,0.7,0.62,0.4245,0.8,79.69,1
339,Painting,0,13.43,0,4,3.0,7,0.2,0.6,0.3285,0.30000000000000004,17.57,0
340,Gardening,1,13.74,1,13,4.9,7,0.65,0.9800000000000001,0.31299999999999994,0.30000000000000004,75.55999999999999,1
341,Plumbing,1,18.67,1,2,4.5,10,0.1,0.9,0.06649999999999989,0.0,61.33,1
342,Cleaning,1,19.94,1,5,3.7,0,0.25,0.74,0.0029999999999998916,1.0,69.96,1
343,Plumbing,1,14.54,1,11,3.6,9,0.55,0.72,0.273,0.09999999999999998,69.16,1
344,Painting,1,6.1,1,6,3.7,1,0.3,0.74,0.6950000000000001,0.9,83.3,1
345,Cleaning,1,17.66,1,18,4.5,7,0.9,0.9,0.11699999999999999,0.30000000000000004,73.33999999999999,1
346,Painting,1,1.46,1,10,4.3,0,0.5,0.86,0.927,1.0,92.14,1
347,Carpentry,1,5.01,0,4,3.4,7,0.2,0.6799999999999999,0.7495,0.30000000000000004,61.79,0
348,Cleaning,0,18.0,1,9,3.3,7,0.45,0.6599999999999999,0.09999999999999998,0.30000000000000004,31.1,0
349,Carpentry,1,5.5,1,6,3.2,1,0.3,0.64,0.725,0.9,82.9,1
350,Plumbing,1,4.8,0,2,4.3,3,0.1,0.86,0.76,0.7,66.8,1
351,Plumbing,1,3.19,1,17,4.5,5,0.85,0.9,0.8405,0.5,89.31,1
352,Cleaning,1,17.25,1,5,3.5,10,0.25,0.7,0.13749999999999996,0.0,62.24999999999999,0
353,Cleaning,1,10.25,0,6,3.0,8,0.3,0.6,0.48750000000000004,0.19999999999999996,55.750000000000014,0
354,Gardening,0,13.66,1,12,3.2,7,0.6,0.64,0.31699999999999995,0.30000000000000004,36.74,0
355,Painting,1,5.16,1,10,4.9,7,0.5,0.9800000000000001,0.742,0.30000000000000004,82.64,1
356,Gardening,1,15.28,1,6,3.6,6,0.3,0.72,0.236,0.4,68.92,1
357,Painting,1,15.32,0,8,4.5,8,0.4,0.9,0.23399999999999999,0.19999999999999996,54.67999999999999,1
358,Gardening,0,6.6,0,2,4.2,1,0.1,0.8400000000000001,0.67,0.9,31.800000000000004,0
359,Carpentry,1,8.51,1,12,3.8,2,0.6,0.76,0.5745,0.8,83.09000000000002,0
360,Cleaning,1,4.59,1,13,3.4,9,0.65,0.6799999999999999,0.7705,0.09999999999999998,79.71000000000001,1
361,Plumbing,1,19.54,0,7,3.2,7,0.35,0.64,0.02300000000000002,0.30000000000000004,48.36,0
362,Painting,1,13.09,1,10,4.2,5,0.5,0.8400000000000001,0.34550000000000003,0.5,75.31000000000002,1
363,Painting,0,18.72,0,13,4.5,9,0.65,0.9,0.06400000000000006,0.09999999999999998,17.78,0
364,Plumbing,1,6.42,1,17,4.3,8,0.85,0.86,0.679,0.19999999999999996,82.67999999999999,1
365,Gardening,1,15.75,1,14,4.1,9,0.7,0.82,0.21250000000000002,0.09999999999999998,70.44999999999999,0
366,Painting,1,15.43,1,2,3.1,3,0.1,0.62,0.22850000000000004,0.7,68.76999999999998,1
367,Carpentry,1,13.99,0,11,4.9,7,0.55,0.9800000000000001,0.3005,0.30000000000000004,59.309999999999995,0
368,Cleaning,0,19.33,1,1,4.6,9,0.05,0.9199999999999999,0.033500000000000085,0.09999999999999998,26.370000000000005,1
369,Plumbing,1,8.17,0,19,3.6,2,0.95,0.72,0.5915,0.8,71.53,1
370,Cleaning,1,3.05,1,4,5.0,2,0.2,1.0,0.8475,0.8,86.94999999999999,1
371,Painting,1,13.6,1,19,4.2,7,0.95,0.8400000000000001,0.32000000000000006,0.30000000000000004,77.3,1
372,Painting,1,14.72,0,11,4.2,4,0.55,0.8400000000000001,0.264,0.6,60.180000000000014,1
373,Plumbing,1,11.71,1,8,4.5,2,0.4,0.9,0.4145,0.8,79.28999999999999,1
374,Carpentry,1,4.53,1,11,4.6,9,0.55,0.9199999999999999,0.7735,0.09999999999999998,81.17,1
375,Electrical,0,10.34,1,4,4.3,10,0.2,0.86,0.483,0.0,35.260000000000005,0
376,Plumbing,1,6.59,1,17,3.3,0,0.85,0.6599999999999999,0.6705,1.0,88.50999999999999,1
377,Electrical,1,8.84,0,7,3.7,2,0.35,0.74,0.558,0.8,65.06,0
378,Gardening,1,13.08,1,8,4.9,8,0.4,0.9800000000000001,0.346,0.19999999999999996,72.72,1
379,Electrical,1,15.03,1,3,3.4,4,0.15,0.6799999999999999,0.24850000000000005,0.6,69.26999999999998,0
380,Carpentry,1,5.03,1,2,3.7,9,0.1,0.74,0.7484999999999999,0.09999999999999998,74.36999999999999,1
381,Gardening,1,8.4,1,15,3.9,1,0.75,0.78,0.58,0.9,85.9,1
382,Electrical,1,5.75,1,5,3.9,6,0.25,0.78,0.7125,0.4,78.55000000000001,1
383,Gardening,1,4.37,1,1,4.2,1,0.05,0.8400000000000001,0.7815,0.9,83.53,1
384,Electrical,1,15.78,1,4,4.9,3,0.2,0.9800000000000001,0.21100000000000008,0.7,73.02,0
385,Carpentry,0,18.23,1,15,3.5,6,0.75,0.7,0.08850000000000002,0.4,35.27,1
386,Electrical,1,7.72,1,20,3.2,3,1.0,0.64,0.614,0.7,85.67999999999999,1
387,Electrical,0,15.15,1,19,3.4,6,0.95,0.6799999999999999,0.24249999999999994,0.4,40.15,0
388,Electrical,1,17.99,1,3,4.8,6,0.15,0.96,0.10050000000000003,0.4,67.11,1
389,Plumbing,1,17.0,1,20,4.3,0,1.0,0.86,0.15000000000000002,1.0,81.6,1
390,Plumbing,1,4.06,1,11,3.6,5,0.55,0.72,0.797,0.5,83.64,1
391,Plumbing,1,19.15,0,17,4.6,8,0.85,0.9199999999999999,0.04250000000000009,0.19999999999999996,55.55,0
392,Carpentry,1,7.85,0,13,4.7,1,0.65,0.9400000000000001,0.6075,0.9,72.05,1
393,Gardening,0,7.12,1,11,4.7,2,0.55,0.9400000000000001,0.644,0.8,50.78,1
394,Painting,1,1.72,0,2,4.8,9,0.1,0.96,0.914,0.09999999999999998,64.88,0
395,Electrical,1,9.98,1,9,3.5,4,0.45,0.7,0.501,0.6,77.51999999999998,1
396,Electrical,1,2.63,0,2,4.5,8,0.1,0.9,0.8685,0.19999999999999996,64.37,0
397,Carpentry,1,5.35,0,9,3.9,3,0.45,0.78,0.7325,0.7,68.94999999999999,0
398,Electrical,1,6.68,0,9,4.7,0,0.45,0.9400000000000001,0.666,1.0,72.22,1
399,Plumbing,1,16.27,0,8,4.5,3,0.4,0.9,0.1865,0.7,58.72999999999999,0
400,Painting,1,17.57,1,17,4.6,5,0.85,0.9199999999999999,0.12149999999999994,0.5,75.13,0
401,Cleaning,1,6.4,1,1,4.3,4,0.05,0.86,0.6799999999999999,0.6,78.69999999999999,1
402,Electrical,0,17.24,1,11,3.4,0,0.55,0.6799999999999999,0.13800000000000012,1.0,40.06000000000001,1
403,Plumbing,0,17.22,1,8,4.1,3,0.4,0.82,0.139,0.7,36.980000000000004,0
404,Cleaning,1,15.41,1,10,5.0,5,0.5,1.0,0.22950000000000004,0.5,74.59,0
405,Painting,1,3.36,1,7,4.9,9,0.35,0.9800000000000001,0.8320000000000001,0.09999999999999998,80.94,1
406,Cleaning,1,13.96,1,3,3.1,9,0.15,0.62,0.30199999999999994,0.09999999999999998,64.74,0
407,Plumbing,0,18.93,1,3,3.3,3,0.15,0.6599999999999999,0.05349999999999999,0.7,31.169999999999998,0
408,Gardening,1,13.81,1,18,3.3,8,0.9,0.6599999999999999,0.3095,0.19999999999999996,73.78999999999999,1
409,Gardening,1,6.97,1,5,4.5,4,0.25,0.9,0.6515,0.6,80.52999999999999,0
410,Cleaning,1,10.26,1,12,4.6,7,0.6,0.9199999999999999,0.487,0.30000000000000004,77.94,1
411,Carpentry,1,13.09,1,12,3.4,8,0.6,0.6799999999999999,0.34550000000000003,0.19999999999999996,71.71,1
412,Cleaning,0,10.46,1,19,4.0,9,0.95,0.8,0.477,0.09999999999999998,43.040000000000006,1
413,Electrical,1,2.84,1,6,4.7,4,0.3,0.9400000000000001,0.858,0.6,85.55999999999999,0
414,Electrical,1,6.59,1,2,4.5,5,0.1,0.9,0.6705,0.5,78.41,1
415,Gardening,0,16.15,1,12,4.1,0,0.6,0.82,0.19250000000000012,1.0,43.05,1
416,Carpentry,0,17.3,1,19,4.2,10,0.95,0.8400000000000001,0.135,0.0,35.6,0
417,Plumbing,0,3.18,0,5,4.0,6,0.25,0.8,0.841,0.4,31.320000000000004,0
418,Electrical,0,19.07,1,12,3.6,3,0.6,0.72,0.046499999999999986,0.7,36.13,0
419,Gardening,1,6.91,0,17,4.1,10,0.85,0.82,0.6545,0.0,64.78999999999999,0
420,Painting,1,13.42,1,17,4.4,1,0.85,0.8800000000000001,0.32899999999999996,0.9,82.87999999999998,1
421,Gardening,0,15.16,1,10,4.7,4,0.5,0.9400000000000001,0.242,0.6,40.24,1
422,Electrical,0,16.33,0,17,4.3,2,0.85,0.86,0.1835000000000001,0.8,28.770000000000007,1
423,Electrical,1,18.94,0,15,4.5,5,0.75,0.9,0.052999999999999936,0.5,57.56,1
424,Gardening,1,6.6,0,12,3.3,7,0.6,0.6599999999999999,0.67,0.30000000000000004,64.0,1
425,Plumbing,1,17.24,1,16,3.9,6,0.8,0.78,0.13800000000000012,0.4,72.56,1
426,Cleaning,1,3.07,1,19,3.0,2,0.95,0.6,0.8465,0.8,90.43,1
427,Electrical,1,14.25,1,8,3.5,7,0.4,0.7,0.2875,0.30000000000000004,69.75,1
428,Gardening,1,14.97,1,17,4.5,1,0.85,0.9,0.25149999999999995,0.9,81.52999999999999,0
429,Gardening,0,13.72,1,5,5.0,9,0.25,1.0,0.31399999999999995,0.09999999999999998,34.78,0
430,Carpentry,1,5.42,1,16,3.2,8,0.8,0.64,0.729,0.19999999999999996,80.98,1
431,Cleaning,1,17.52,1,6,3.8,3,0.3,0.76,0.124,0.7,70.08,1
432,Painting,1,3.79,1,8,4.6,0,0.4,0.9199999999999999,0.8105,1.0,89.41,1
433,Plumbing,1,1.55,1,18,3.4,7,0.9,0.6799999999999999,0.9225,0.30000000000000004,87.25,1
434,Painting,1,14.49,0,12,4.1,6,0.6,0.82,0.27549999999999997,0.4,58.709999999999994,1
435,Cleaning,1,9.77,1,15,4.5,10,0.75,0.9,0.5115000000000001,0.0,76.73,1
436,Cleaning,1,17.06,1,9,4.2,4,0.45,0.8400000000000001,0.14700000000000002,0.6,71.84000000000002,1
437,Cleaning,0,7.98,1,13,3.4,9,0.65,0.6799999999999999,0.601,0.09999999999999998,41.32,0
438,Painting,0,3.78,1,15,3.7,4,0.75,0.74,0.8109999999999999,0.6,52.12000000000001,0
439,Cleaning,1,16.81,0,10,4.6,6,0.5,0.9199999999999999,0.1595000000000001,0.4,56.39000000000001,0
440,Gardening,1,11.2,0,16,4.1,4,0.8,0.82,0.44000000000000006,0.6,65.99999999999999,1
441,Painting,1,4.19,1,7,3.0,7,0.35,0.6,0.7905,0.30000000000000004,78.31000000000002,1
442,Cleaning,1,14.55,0,17,4.5,10,0.85,0.9,0.27249999999999996,0.0,57.95,0
443,Gardening,0,10.47,1,7,3.1,5,0.35,0.62,0.4764999999999999,0.5,39.23,0
444,Carpentry,0,12.28,1,14,4.5,4,0.7,0.9,0.386,0.6,44.720000000000006,0
445,Cleaning,1,9.49,0,15,3.4,8,0.75,0.6799999999999999,0.5255,0.19999999999999996,61.809999999999995,0
446,Painting,1,16.66,1,7,4.9,10,0.35,0.9800000000000001,0.16700000000000004,0.0,66.64,0
447,Electrical,1,16.68,0,9,3.7,1,0.45,0.74,0.16600000000000004,0.9,59.21999999999999,0
448,Cleaning,1,14.33,1,19,3.7,0,0.95,0.74,0.2835,1.0,82.57,1
449,Electrical,1,2.56,1,16,3.3,7,0.8,0.6599999999999999,0.872,0.30000000000000004,85.03999999999999,1
450,Gardening,1,16.86,0,8,3.6,2,0.4,0.72,0.15700000000000003,0.8,57.34,1
451,Carpentry,0,13.58,0,18,4.8,10,0.9,0.96,0.32099999999999995,0.0,25.019999999999996,1
452,Plumbing,1,14.09,1,18,5.0,6,0.9,1.0,0.2955,0.4,78.91,1
453,Carpentry,1,7.58,1,20,3.7,9,1.0,0.74,0.621,0.09999999999999998,80.82,1
454,Cleaning,1,17.65,0,7,3.9,10,0.35,0.78,0.11750000000000005,0.0,48.65,1
455,Electrical,1,14.64,1,3,4.4,7,0.15,0.8800000000000001,0.268,0.30000000000000004,68.66000000000001,1
456,Electrical,1,2.7,1,18,4.8,5,0.9,0.96,0.865,0.5,90.9,1
457,Painting,1,8.45,1,10,4.2,9,0.5,0.8400000000000001,0.5775,0.09999999999999998,75.95,1
458,Electrical,0,17.78,1,7,3.8,8,0.35,0.76,0.11099999999999999,0.19999999999999996,30.320000000000004,0
459,Painting,1,1.42,1,17,3.8,6,0.85,0.76,0.929,0.4,88.68,1
460,Gardening,0,19.25,1,14,4.4,9,0.7,0.8800000000000001,0.03749999999999998,0.09999999999999998,32.550000000000004,0
461,Plumbing,1,13.74,1,3,3.0,4,0.15,0.6,0.31299999999999994,0.6,69.76,1
462,Cleaning,0,12.81,1,12,4.2,7,0.6,0.8400000000000001,0.35949999999999993,0.30000000000000004,39.59,1
463,Painting,1,5.78,0,13,3.7,1,0.65,0.74,0.711,0.9,72.11999999999999,0
464,Plumbing,1,5.35,1,2,4.6,6,0.1,0.9199999999999999,0.7325,0.4,78.85,1
465,Electrical,1,18.87,1,3,3.2,3,0.15,0.64,0.056499999999999995,0.7,66.03,0
466,Electrical,1,6.32,1,5,4.2,8,0.25,0.8400000000000001,0.6839999999999999,0.19999999999999996,76.58,1
467,Plumbing,0,15.62,1,11,4.0,0,0.55,0.8,0.21900000000000008,1.0,42.88000000000001,0
468,Electrical,1,8.17,1,8,4.3,6,0.4,0.86,0.5915,0.4,78.43,0
469,Gardening,1,3.22,1,12,3.1,5,0.6,0.62,0.839,0.5,83.98,1
470,Gardening,1,0.71,1,7,4.2,7,0.35,0.8400000000000001,0.9645,0.30000000000000004,84.19000000000001,0
471,Plumbing,0,11.11,1,15,4.1,4,0.75,0.82,0.4445,0.6,45.59,0
472,Painting,1,19.53,0,17,4.1,0,0.85,0.82,0.023499999999999965,1.0,62.169999999999995,0
473,Painting,1,7.7,1,4,4.2,0,0.2,0.8400000000000001,0.615,1.0,82.7,1
474,Plumbing,0,7.47,1,13,4.4,8,0.65,0.8800000000000001,0.6265000000000001,0.19999999999999996,44.830000000000005,1
475,Painting,1,7.21,0,18,4.6,9,0.9,0.9199999999999999,0.6395,0.09999999999999998,66.99,1
476,Painting,1,10.65,1,1,3.5,5,0.05,0.7,0.4675,0.5,71.85000000000001,0
477,Gardening,1,9.09,1,16,4.7,9,0.8,0.9400000000000001,0.5455,0.09999999999999998,79.31,1
478,Painting,1,17.66,1,13,4.0,4,0.65,0.8,0.11699999999999999,0.6,72.84000000000002,1
479,Carpentry,1,10.36,0,10,3.2,0,0.5,0.64,0.482,1.0,66.03999999999999,0
480,Cleaning,1,10.4,1,12,3.1,5,0.6,0.62,0.48,0.5,76.8,1
481,Electrical,1,3.2,1,2,3.7,5,0.1,0.74,0.84,0.5,80.2,1
482,Carpentry,1,19.66,1,3,4.6,2,0.15,0.9199999999999999,0.017000000000000015,0.8,69.03999999999999,0
483,Painting,1,5.37,1,10,4.4,7,0.5,0.8800000000000001,0.7315,0.30000000000000004,81.43,1
484,Gardening,1,1.93,1,2,4.6,0,0.1,0.9199999999999999,0.9035,1.0,88.27,1
485,Plumbing,1,13.43,0,13,4.0,0,0.65,0.8,0.3285,1.0,66.07,1
486,Painting,1,12.11,1,13,3.9,5,0.65,0.78,0.3945000000000001,0.5,77.19,0
487,Gardening,1,8.6,1,18,3.3,9,0.9,0.6599999999999999,0.5700000000000001,0.09999999999999998,77.99999999999999,1
488,Cleaning,1,8.73,1,3,3.7,0,0.15,0.74,0.5635,1.0,80.17,1
489,Painting,1,15.81,1,7,3.9,5,0.35,0.78,0.20950000000000002,0.5,70.49000000000001,0
490,Plumbing,0,4.32,1,14,3.2,0,0.7,0.64,0.784,1.0,54.080000000000005,0
491,Gardening,1,16.49,1,20,3.4,5,1.0,0.6799999999999999,0.1755000000000001,0.5,75.31,1
492,Gardening,1,13.15,1,17,4.2,2,0.85,0.8400000000000001,0.3425,0.8,81.75000000000001,1
493,Gardening,0,8.67,1,12,4.5,7,0.6,0.9,0.5665,0.30000000000000004,44.330000000000005,0
494,Cleaning,1,9.43,1,16,5.0,5,0.8,1.0,0.5285,0.5,83.57,1
495,Painting,1,5.5,1,12,4.9,10,0.6,0.9800000000000001,0.725,0.0,80.30000000000001,1
496,Cleaning,1,15.17,1,15,4.3,0,0.75,0.86,0.24150000000000005,1.0,80.92999999999999,1
497,Electrical,1,10.5,1,10,3.8,4,0.5,0.76,0.475,0.6,78.10000000000001,1
498,Electrical,1,6.76,1,7,4.3,7,0.35,0.86,0.662,0.30000000000000004,78.34,1
499,Painting,0,12.12,1,20,4.6,2,1.0,0.9199999999999999,0.394,0.8,50.07999999999999,0
500,Cleaning,1,19.92,0,5,3.2,5,0.25,0.64,0.0039999999999998925,0.5,48.98,1
501,Plumbing,0,8.99,1,1,3.8,4,0.05,0.76,0.5505,0.6,40.11,1
502,Gardening,0,18.45,1,17,4.7,5,0.85,0.9400000000000001,0.07750000000000001,0.5,39.45,0
503,Gardening,0,7.23,1,3,3.8,9,0.15,0.76,0.6385,0.09999999999999998,37.870000000000005,0
504,Painting,1,1.57,1,13,4.1,0,0.65,0.82,0.9215,1.0,93.13,1
505,Electrical,1,4.48,1,14,4.2,6,0.7,0.8400000000000001,0.776,0.4,84.92,1
506,Electrical,0,8.66,1,18,3.4,8,0.9,0.6799999999999999,0.567,0.19999999999999996,44.14,0
507,Gardening,0,4.78,1,4,3.7,1,0.2,0.74,0.761,0.9,48.620000000000005,1
508,Painting,1,0.5,1,18,3.7,9,0.9,0.74,0.975,0.09999999999999998,86.89999999999999,1
509,Cleaning,0,18.34,1,5,3.1,4,0.25,0.62,0.08299999999999996,0.6,31.36,1
510,Electrical,0,16.96,1,16,3.0,9,0.8,0.6,0.1519999999999999,0.09999999999999998,33.04,1
511,Cleaning,0,14.97,0,1,4.7,3,0.05,0.9400000000000001,0.25149999999999995,0.7,21.93,0
512,Electrical,1,3.77,1,14,3.5,5,0.7,0.7,0.8115,0.5,85.22999999999999,1
513,Electrical,1,2.85,1,15,4.0,5,0.75,0.8,0.8574999999999999,0.5,87.65,0
514,Carpentry,1,1.82,1,9,3.6,10,0.45,0.72,0.909,0.0,79.88000000000001,0
515,Electrical,1,14.62,0,15,4.9,1,0.75,0.9800000000000001,0.269,0.9,66.67999999999999,1
516,Plumbing,1,18.61,1,17,3.5,1,0.85,0.7,0.0695,0.9,75.88999999999999,1
517,Painting,1,8.9,0,4,3.9,3,0.2,0.78,0.5549999999999999,0.7,62.89999999999999,1
518,Painting,1,2.82,1,12,4.7,0,0.6,0.9400000000000001,0.859,1.0,92.58,1
519,Cleaning,1,10.49,1,5,4.7,8,0.25,0.9400000000000001,0.47550000000000003,0.19999999999999996,73.41,0
520,Electrical,1,7.3,1,5,3.4,6,0.25,0.6799999999999999,0.635,0.4,76.0,1
521,Plumbing,0,7.81,0,11,4.6,6,0.55,0.9199999999999999,0.6095,0.4,30.890000000000008,0
522,Cleaning,1,12.62,1,6,3.9,2,0.3,0.78,0.369,0.8,76.18,1
523,Carpentry,1,14.52,1,7,4.0,10,0.35,0.8,0.274,0.0,66.97999999999999,0
524,Cleaning,1,2.66,1,14,3.3,2,0.7,0.6599999999999999,0.867,0.8,88.94,1
525,Cleaning,1,1.19,1,11,3.2,0,0.55,0.64,0.9405,1.0,90.71000000000001,1
526,Electrical,1,19.89,0,13,4.5,2,0.65,0.9,0.005499999999999949,0.8,58.61000000000001,1
527,Carpentry,0,5.04,1,2,4.0,2,0.1,0.8,0.748,0.8,46.96,0
528,Cleaning,1,1.55,1,7,3.9,3,0.35,0.78,0.9225,0.7,86.75,1
